Name;Size;Type;Alignment;CR;XP;Arctic;Coastal;Desert;Forest;Grassland;Hill;Mountain;Swamp;Underdark;Underwater;Urban;Other Plane;source;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Subek;Large;Humanoid;Lawful Neutral;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Succubus;Medium;Fiend;Neutral Evil;12    ;8400    ;;;;;;;;;;;x;;Monster Manual 285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sul Khatesh;Large;Fiend;Lawful Evil;12    ;8400    ;;;;;;;;;;;;x;Eberron: Rising from the Last War 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suldil Baldoriel;Medium;Humanoid;Chaotic Good;12    ;8400    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sulsha;Large;Humanoid;Lawful Evil;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 2 329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Summer Eladrin;Medium;Fey;Chaotic Neutral;12    ;8400    ;;;x;x;x;x;x;x;x;x;;;Mordenkainen Presents: Monsters of the Multiverse 116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Summer Eladrin;Medium;Fey;Chaotic Neutral;12    ;8400    ;;;x;x;x;x;x;x;x;x;;;Mordenkainen's Tome of Foes 196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sunbird;Gargantuan;Monstrosity;Unaligned;12    ;8400    ;;;;;;;;;;;;;Planeshift: Ixalan 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sunder Shaman;Huge;Giant;Chaotic Neutral;12    ;8400    ;;;;;;;;;;;x;;Guildmaster's Guide to Ravnica 202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sunset Raptor;Medium;Monstrosity;Unaligned;12    ;8400    ;;;;;;;;;;;;;Creature Codex 351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suppurating Ooze;Medium;Ooze;Unaligned;12    ;8400    ;;;;;;;;;;;x;;Creature Codex 288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suturefly;Tiny;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Svirfneblin;Small;Humanoid;Neutral Good;12    ;8400    ;;;;;;;;;;;;;Monster Manual 164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swamp Adder;Small;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swamp Lily;Medium;Plant;Unaligned;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 2 342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swamp Naga;Large;Monstrosity;Lawful Evil;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 2 265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swampgas Bubble;Medium;Ooze;Unaligned;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 2 343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Animated Books;Medium;Construct;Not Provided;12    ;8400    ;;;;;;;;;;;x;;Candlekeep Mysteries 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Bats;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;x;;Monster Manual 337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Bees;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 2 400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Campestris;Medium;Plant;Unaligned;12    ;8400    ;;;;;;;;;;;;;The Wild Beyond The Witchlight 232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Centipedes;Medium;Beast;Unaligned;12    ;8400    ;;;x;x;x;x;x;x;x;x;x;;Fifth Edition Foes 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Compsognathus;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 2 108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Cranium Rats;Medium;Aberration;Lawful Evil;12    ;8400    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Cranium Rats;Medium;Beast;Lawful Neutral;12    ;8400    ;;;;;;;;;;;x;;Volo's Guide to Monsters 133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Esteron;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 2 400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Gremishkas;Medium;Monstrosity;Not Provided;12    ;8400    ;;;;;;;;;;;x;;Van Richten's Guide to Ravenloft 235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Hoard Scarabs;Medium;Monstrosity;Unaligned;12    ;8400    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Insects;Medium;Beast;Unaligned;12    ;8400    ;;;x;x;x;x;x;x;x;x;x;;Monster Manual 338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Maggots;Medium;Beast;Not Provided;12    ;8400    ;;x;x;x;x;x;x;x;x;x;x;;Van Richten's Guide to Ravenloft 247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Poisonous Snakes;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Monster Manual 338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Quippers;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Monster Manual 338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Rats;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;x;;Monster Manual 339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Ravens;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;x;;Monster Manual 339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Rot Grubs;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Rot Grubs;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Volo's Guide to Monsters 208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Scarabs;Medium;Beast;Not Provided;12    ;8400    ;;;x;x;x;x;x;x;x;x;;;Van Richten's Guide to Ravenloft 247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Squirrels;Medium;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swarm of Zombie Limbs;Medium;Undead;Not Provided;12    ;8400    ;;;;;;;;;;;x;;Van Richten's Guide to Ravenloft 254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swashbuckler;Medium;Humanoid;Any;12    ;8400    ;;x;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swavain Basilisk;Huge;Monstrosity;Unaligned;12    ;8400    ;;x;;;;;;;;;x;;Explorer's Guide to Wildemount 300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swolbold;Medium;Humanoid;Chaotic Neutral;12    ;8400    ;;;;;;;;;;;x;;Creature Codex 240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sword Spider;Large;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Minsc and Boo's Journal of Villainy 151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sword Wraith Commander;Medium;Undead;Lawful Evil;12    ;8400    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sword Wraith Commander;Medium;Undead;Lawful Neutral;12    ;8400    ;;;;;;;;;;;;;Mordenkainen's Tome of Foes 241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sword Wraith Warrior;Medium;Undead;Lawful Evil;12    ;8400    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sylvan Stalker;Medium;Plant;Neutral;12    ;8400    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tabaxi;Medium;Humanoid;Chaotic Neutral;12    ;8400    ;;;;;;;;;;;;;Fifth Edition Foes 219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tabaxi Hunter;Medium;Humanoid;Chaotic Good;12    ;8400    ;;;;;;;;;;;;;Tomb of Annihilation 232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tabaxi Minstrel;Medium;Humanoid;Chaotic Good;12    ;8400    ;;;;;;;;;;;;;Tomb of Annihilation 233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taer;Medium;Humanoid;Neutral;12    ;8400    ;x;;;;;;;;;;;;Fifth Edition Foes 220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tai Feng;Medium;Humanoid;Unaligned;12    ;8400    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Talis The White;Medium;Humanoid;Lawful Neutral;12    ;8400    ;;;;;;;;;;;;;Hoard of the Dragon Queen 93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tanarukk;Medium;Fiend;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tanazir Quandrix;Gargantuan;Dragon;Lawful Neutral;12    ;8400    ;;;;;;;;;;;;;Strixhaven: A Cirriculum of Chaos 218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tangtal;Medium;Monstrosity;Neutral Evil;12    ;8400    ;;;;;;;;;;;;;Fifth Edition Foes 221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tar Ghoul;Medium;Undead;Neutral Evil;12    ;8400    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tar Ooze;Large;Ooze;Unaligned;12    ;8400    ;x;x;x;x;x;x;x;x;x;x;x;;Tome of Beasts 2 281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarkanan Assassin;Medium;Humanoid;Any Non-Good;12    ;8400    ;;;;;;;;;;;x;;Eberron: Rising from the Last War 320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarkun the Dessicated;Medium;Fey;Chaotic Neutral;12    ;8400    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 2 148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarnhem;Huge;Fiend;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;;Infernal Machine Rebuild 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarrasque;Gargantuan;Monstrosity;Unaligned;12    ;8400    ;;;;;;;;;;;x;;Monster Manual 286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarul Var;Medium;Undead;Neutral Evil;12    ;8400    ;;;;;;;;;;;;;Tales from the Yawning Portal 244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taryon Darrington;Medium;Humanoid;Not Provided;12    ;8400    ;;;;;;;;;;;;;Tal'Dorei Campaign Setting Reborn 273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tashlyn Yafeera;Medium;Humanoid;Neutral;12    ;8400    ;;;;;;;;;;;x;;Waterdeep: Dragon Heist 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tasloi;Small;Humanoid;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;;Minsc and Boo's Journal of Villainy 153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tasloi Sniper;Small;Humanoid;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;;Minsc and Boo's Journal of Villainy 153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tazelwurm;Large;Monstrosity;Unaligned;12    ;8400    ;;;;;;;;;;;;;Fifth Edition Foes 222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technothug;Medium;Humanoid;Chaotic Neutral;12    ;8400    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tecuziztecatl;Large;Monstrosity;Neutral;12    ;8400    ;;;;;;;;;;;;;Tales from the Yawning Portal 245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tembril;Large;Monstrosity;Unaligned;12    ;8400    ;x;;;;;;;;;;;;Tome of Beasts 2 344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Temple Dog;Medium;Celestial;Any Good;12    ;8400    ;x;;;;;;;;;;;;Tome of Beasts 378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Temporal Crawler;Medium;Aberration;Neutral Evil;12    ;8400    ;x;x;x;x;x;x;x;x;x;x;x;;Fifth Edition Foes 223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tendriculos;Large;Plant;Unaligned;12    ;8400    ;;;;;;;;;;;;;Fifth Edition Foes 224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tendril Puppet;Medium;Plant;Lawful Neutral;12    ;8400    ;;;;;;;;;;;;;Tome of Beasts 403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tentacled Horror;Huge;Aberration;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;;Fifth Edition Foes 225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tentaghoul;Large;Undead;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Teratashia;Large;Fiend;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;x;Fifth Edition Foes 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Terror Bird;Large;Beast;Unaligned;12    ;8400    ;;;;;;;;;;;;;Creature Codex 352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tetomatli;Large;Construct;Chaotic Evil;12    ;8400    ;;;;;;;;;;;x;;Tome of Beasts 2 345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tetzimoc, Primal Death;Gargantuan;Monstrosity;Unaligned;12    ;8400    ;;x;;;;;;;;;;;Planeshift: Ixalan 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thalasskoptis;Large;Fiend;Chaotic Evil;12    ;8400    ;;x;;;;;;;;;;x;Fifth Edition Foes 81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thayan Apprentice;Medium;Humanoid;Any Non-Good;12    ;8400    ;;;;;;;;;;;;;Tales from the Yawning Portal 245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thayan Warrior;Medium;Humanoid;Any Non-Good;12    ;8400    ;;;;;;;;;;;;;Tales from the Yawning Portal 246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Bloated Woman;Large;Aberration;Chaotic Evil;12    ;8400    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Curator, Hell's Collector;Large;Fiend;Lawful Evil;13    ;10000    ;;;;;;;;;;;;x;Tome of Beasts 2 101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Dark Demon;Large;Monstrosity;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Filth;Medium;Aberration;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Forest Queen;Large;Fey;Neutral;13    ;10000    ;;;;;;;;;;;;x;DM's Guild: Exploring Eberron 237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Forgotten Prince;Medium;Fey;Chaotic Neutral;13    ;10000    ;;;;;;;;;;;;x;DM's Guild: Exploring Eberron 241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Haunter;Huge;Aberration;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Holwer;Huge;Aberration;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Hungry;Medium;Monstrosity;Neutral Evil;13    ;10000    ;;;;;;;;;;;x;;Mordenkainen's Tome of Foes 232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The King in Yellow;Medium;Fiend;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Lord of Blades;Medium;Humanoid;Lawful Evil;13    ;10000    ;;;;;;;;;;;;;Eberron: Rising from the Last War 300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Lost;Medium;Monstrosity;Neutral Evil;13    ;10000    ;x;;x;x;x;x;x;x;x;x;x;;Mordenkainen's Tome of Foes 233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Pudding King;Small;Humanoid;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Out of the Abyss 233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Shadow Pharaoh;Huge;Aberration;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Theran Chimera;Large;Monstrosity;Unaligned;13    ;10000    ;x;x;x;x;x;x;x;x;x;x;;;Mythic Odysseys of Theros 216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thessalar;Medium;Humanoid;Neutral Evil;13    ;10000    ;;;;;;;;;;;;;Infernal Machine Rebuild 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thessalar's Homunculus;Tiny;Construct;Neutral;13    ;10000    ;;;;;;;;;;;;;Infernal Machine Rebuild 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thessalheart Construct;Tiny;Construct;Neutral;13    ;10000    ;;;;;;;;;;;;;Infernal Machine Rebuild 86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thessalhydra;Huge;Monstrosity;Unaligned;13    ;10000    ;;;;;;;;;;;;;Infernal Machine Rebuild 86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thessalkraken;Gargantuan;Monstrosity;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Infernal Machine Rebuild 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Theullai;Huge;Elemental;Chaotic Neutral;13    ;10000    ;x;;;;;;;;;;;;Tome of Beasts 379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thief Lord;Medium;Humanoid;Lawful Evil;13    ;10000    ;;;;;;;;;;;x;;Creature Codex 406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thin Giant;Huge;Giant;Chaotic Evil;13    ;10000    ;;;;;;;;;;;x;;Tome of Beasts 2 175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tho-Tcho;Medium;Humanoid;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thorn Slinger;Large;Plant;Unaligned;13    ;10000    ;;;;;;;;;;;;;Tales from the Yawning Portal 246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thorned Sulfurlord;Huge;Fiend;Chaotic Evil;13    ;10000    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thornheart Guardian;Large;Construct;Lawful Evil;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 2 346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thorny Vegepygmy;Medium;Plant;Neutral;13    ;10000    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thought Spy;Medium;Humanoid;Neutral Evil;13    ;10000    ;;;;;;;;;;;x;;Guildmaster's Guide to Ravnica 233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thousand Teeth;Large;Monstrosity;Neutral Evil;13    ;10000    ;;x;;;;;;;;;;;Ghosts of Saltmarsh 256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thrall of Yog-Sothoth;Medium;Humanoid;Chaotic Neutral;13    ;10000    ;x;;;;;;;;;;x;;Sandy Petersen's Cthulhu Mythos 353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thread-Bound Constrictor Snake;Huge;Construct;Unaligned;13    ;10000    ;;;;;;;;;;;x;;Creature Codex 353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Three-Headed Clockwork Dragon;Huge;Construct;Unaligned;13    ;10000    ;;;;;;;;;;;x;;Creature Codex 112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Three-Headed Cobra;Large;Monstrosity;Unaligned;13    ;10000    ;;;x;x;x;x;x;x;x;x;;;Creature Codex 354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thri-Kreen;Medium;Humanoid;Chaotic Neutral;13    ;10000    ;;;x;x;x;x;x;x;x;x;;;Monster Manual 288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thrummren;Gargantuan;Celestial;Chaotic Good;13    ;10000    ;;;;;;;;;;;;x;Tome of Beasts 2 347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thug;Medium;Humanoid;Any Non-Good;13    ;10000    ;;;;;;;;;;;x;;Monster Manual 350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thurl Merosska;Medium;Humanoid;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;;Princes of the Apocalypse 192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thursir Giant;Large;Giant;Chaotic Evil;13    ;10000    ;x;;;;;;;;;;;;Tome of Beasts 227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tiamat;Gargantuan;Fiend;Chaotic Evil;13    ;10000    ;;;;;;;;;;;;x;Baldur's Gate: Descent into Avernus 151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tiberius Inuus;Medium;Humanoid;Lawful Good;13    ;10000    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tidehunter;Huge;Monstrosity;Unaligned;13    ;10000    ;;x;;;;;;;;;;;Tome of Beasts 2 348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tiefling Muralist;Medium;Humanoid;Any Non-Good;13    ;10000    ;;;;;;;;;;;;;Infernal Machine Rebuild 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tiger;Large;Beast;Unaligned;13    ;10000    ;;;;;;;;;;;;;Monster Manual 339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timeless Chronomancer;Medium;Humanoid;Neutral;13    ;10000    ;;;;;;;;;;;x;x;Monster a Day Compendium 2.0 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timingila;Gargantuan;Monstrosity;Neutral Evil;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 2 349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titanoboa;Gargantuan;Beast;Unaligned;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
